81.0,49.0,8.0,56.0
74.0,11.0,4.2,1635.0
75.0,47.0,7.6,122.0
38.0,21.0,5.0,26.0
83.0,77.0,8.9,712.0
88.0,46.0,7.6,95.0
87.0,34.0,8.5,51.0
73.0,19.0,7.8,26.0
76.0,19.0,8.1,24.0
90.0,83.0,8.6,679.0
68.0,10.0,8.2,27.0
69.0,17.0,7.3,18.0
84.0,45.0,8.0,172.0
85.0,89.0,8.6,984.0
93.0,45.0,9.1,135.0
80.0,43.0,6.9,92.0
76.0,15.0,8.9,64.0
84.0,30.0,8.3,35.0
91.0,25.0,7.7,7.0
63.0,41.0,6.8,121.0
91.0,24.0,7.9,88.0
80.0,55.0,8.1,94.0
81.0,18.0,6.9,23.0
67.0,4.0,7.0,24.0
79.0,76.0,6.9,216.0
75.0,61.0,7.7,297.0
85.0,16.0,6.6,694.0
57.0,51.0,6.9,103.0
60.0,24.0,7.8,35.0
83.0,91.0,7.8,543.0
68.0,12.0,5.5,4.0
65.0,69.0,7.1,71.0
82.0,19.0,7.4,20.0
85.0,43.0,9.0,25.0
75.0,43.0,7.8,42.0
93.0,74.0,8.6,68.0
33.0,58.0,4.8,479.0
79.0,75.0,7.2,334.0
86.0,67.0,8.8,264.0
84.0,15.0,8.4,204.0
81.0,53.0,8.2,46.0
87.0,28.0,7.9,46.0
85.0,65.0,7.9,129.0
76.0,38.0,8.6,41.0
83.0,70.0,7.7,263.0
70.0,85.0,6.0,399.0
85.0,53.0,8.6,73.0
73.0,42.0,7.8,70.0
71.0,40.0,8.3,94.0
94.0,62.0,8.5,1081.0
59.0,14.0,6.9,11.0
85.0,20.0,6.5,368.0
73.0,13.0,7.5,8.0
74.0,38.0,6.5,79.0
71.0,7.0,6.8,5.0
88.0,30.0,8.2,20.0
91.0,19.0,8.6,27.0
61.0,59.0,5.7,180.0
77.0,4.0,7.9,8.0
71.0,41.0,6.8,48.0
52.0,46.0,5.0,20.0
65.0,26.0,7.6,10.0
84.0,14.0,8.6,44.0
83.0,33.0,7.0,493.0
63.0,12.0,7.5,11.0
64.0,25.0,7.8,38.0
94.0,51.0,8.7,881.0
93.0,30.0,5.5,1849.0
59.0,7.0,7.8,12.0
